Abundance,ID,name
"54","K03626","nascent polypeptide-associated complex subunit alpha"
"54","K03616","Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.2.1.2]"
"54","K02316","DNA primase [EC:2.7.7.101]"
"53","K15633","2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"
"53","K03462","nicotinamide phosphoribosyltransferase [EC:2.4.2.12]"
"53","K03265","peptide chain release factor subunit 1"
"52","K09858","SEC-C motif domain protein"
"52","K06193","protein PhnA"
"52","K05925","mRNA m6A methyltransferase [EC:2.1.1.348]"
"52","K05527","BolA family transcriptional regulator, general stress-responsive regulator"
"51","K17285","selenium-binding protein 1"
"51","K09791","uncharacterized protein"
"51","K07746","antitoxin ParD1/3/4"
"51","K07397","putative redox protein"
"51","K03666","host factor-I protein"
"51","K03550","holliday junction DNA helicase RuvA [EC:3.6.4.12]"
"51","K03424","TatD DNase family protein [EC:3.1.21.-]"
"51","K02408","flagellar hook-basal body complex protein FliE"
"51","K00413","ubiquinol-cytochrome c reductase cytochrome c1 subunit"
"50","K19674","WD repeat-containing protein 35"
"50","K17247","methionine sulfoxide reductase heme-binding subunit"
"50","K07232","glutathione-specific gamma-glutamylcyclotransferase [EC:4.3.2.7]"
"50","K04758","ferrous iron transport protein A"
"50","K03523","biotin transport system substrate-specific component"
"50","K03498","trk system potassium uptake protein"
"50","K02386","flagella basal body P-ring formation protein FlgA"
"50","K01752","L-serine dehydratase [EC:4.3.1.17]"
"49","K12386","cystinosin"
"49","K12373","hexosaminidase [EC:3.2.1.52]"
"49","K07461","putative endonuclease"
"49","K06910","uncharacterized protein"
"49","K06872","uncharacterized protein"
"49","K02709","photosystem II PsbH protein"
"49","K02692","photosystem I subunit II"
"48","K21776","protein lin-54"
"48","K12262","cytochrome b561"
"48","K10804","acyl-CoA thioesterase I [EC:3.1.2.- 3.1.2.2 3.1.1.2 3.1.1.5]"
"48","K08342","cysteine protease ATG4 [EC:3.4.22.-]"
"48","K07492","putative transposase"
"48","K07448","restriction system protein"
"48","K06929","uncharacterized protein"
"48","K03187","urease accessory protein"
"48","K02040","phosphate transport system substrate-binding protein"
"47","K14788","ribosome biogenesis protein ENP2"
"47","K09955","uncharacterized protein"
"47","K09166","uncharacterized protein"
"47","K07265","capsular polysaccharide export protein"
"47","K07054","uncharacterized protein"
"47","K06143","inner membrane protein"
"47","K03610","septum site-determining protein MinC"
"47","K03303","lactate permease"
"47","K02896","large subunit ribosomal protein L24e"
"47","K02314","replicative DNA helicase [EC:3.6.4.12]"
"47","K01551","arsenite/tail-anchored protein-transporting ATPase [EC:3.6.3.16 3.6.3.-]"
"47","K00883","2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58]"
"47","K00635","diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75]"
"47","K00549","5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [EC:2.1.1.14]"
"46","K20471","coatomer subunit delta"
"46","K09936","bacterial/archaeal transporter family-2 protein"
"46","K07483","transposase"
"46","K07474","phage terminase small subunit"
"46","K07165","transmembrane sensor"
"46","K05337","ferredoxin"
"46","K03029","26S proteasome regulatory subunit N10"
"46","K02904","large subunit ribosomal protein L29"
"46","K02724","photosystem II PsbZ protein"
"46","K02389","flagellar basal-body rod modification protein FlgD"
"46","K00965","UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12]"
"46","K00554","tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]"
"45","K18586","ubiquinone biosynthesis protein COQ4"
"45","K13024","inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24]"
"45","K12581","CCR4-NOT transcription complex subunit 7/8"
"45","K09772","cell division inhibitor SepF"
"45","K06904","uncharacterized protein"
"45","K05794","tellurite resistance protein TerC"
"45","K02995","small subunit ribosomal protein S8e"
"45","K02395","flagellar protein FlgJ"
"44","K17231","iodotyrosine deiodinase [EC:1.21.1.1]"
"44","K07233","copper resistance protein B"
"44","K06287","septum formation protein"
"44","K03786","3-dehydroquinate dehydratase II [EC:4.2.1.10]"
"44","K03282","large conductance mechanosensitive channel"
"43","K18682","ribonucrease Y [EC:3.1.-.-]"
"43","K03797","carboxyl-terminal processing protease [EC:3.4.21.102]"
"43","K02933","large subunit ribosomal protein L6"
"43","K02651","pilus assembly protein Flp/PilA"
"42","K21498","antitoxin HigA-1"
"42","K09973","uncharacterized protein"
"42","K09926","uncharacterized protein"
"42","K09889","ribosome-associated protein"
"42","K07137","uncharacterized protein"
"42","K07071","uncharacterized protein"
"42","K04794","peptidyl-tRNA hydrolase, PTH2 family [EC:3.1.1.29]"
"42","K03301","ATP:ADP antiporter, AAA family"
"42","K02708","photosystem II cytochrome b559 subunit beta"
"41","K22522","cytokinin riboside 5'-monophosphate phosphoribohydrolase [EC:3.2.2.-]"
"41","K18466","vacuolar protein sorting-associated protein 26"
"41","K15383","MtN3 and saliva related transmembrane protein"
"41","K06415","stage V sporulation protein R"
"41","K02417","flagellar motor switch protein FliN/FliY"
"40","K23264","phosphoribosylformylglycinamidine synthase subunit PurS [EC:6.3.5.3]"
"40","K22757","glutaminyl-peptide cyclotransferase [EC:2.3.2.5]"
"40","K07401","selenoprotein W-related protein"
"40","K07028","uncharacterized protein"
"40","K06214","curli production assembly/transport component CsgG"
"40","K03120","transcription initiation factor TFIID TATA-box-binding protein"
"40","K02825","pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]"
"40","K02637","cytochrome b6-f complex subunit 4"
"40","K02418","flagellar protein FliO/FliZ"
"40","K02196","heme exporter protein D"
"40","K02069","putative ABC transport system permease protein"
"40","K01602","ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]"
"39","K12843","U4/U6 small nuclear ribonucleoprotein PRP3"
"39","K09158","uncharacterized protein"
"39","K06920","7-cyano-7-deazaguanine synthase [EC:6.3.4.20]"
"39","K06142","outer membrane protein"
"39","K03634","outer membrane lipoprotein carrier protein"
"39","K02696","photosystem I subunit VIII"
"39","K02279","pilus assembly protein CpaB"
"39","K00453","tryptophan 2,3-dioxygenase [EC:1.13.11.11]"
"38","K19882","O-palmitoleoyl-L-serine hydrolase [EC:3.1.1.98]"
"38","K11426","SET and MYND domain-containing protein"
"38","K11312","cupin 2 domain-containing protein"
"38","K09801","uncharacterized protein"
"38","K07793","putative tricarboxylic transport membrane protein"
"38","K07729","putative transcriptional regulator"
"38","K05952","uncharacterized protein"
"38","K02707","photosystem II cytochrome b559 subunit alpha"
"38","K02227","adenosylcobinamide-phosphate synthase [EC:6.3.1.10]"
"38","K02224","cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]"
"38","K01858","myo-inositol-1-phosphate synthase [EC:5.5.1.4]"
"38","K01181","endo-1,4-beta-xylanase [EC:3.2.1.8]"
"38","K00919","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148]"
"37","K22452","protein-glutamine gamma-glutamyltransferase [EC:2.3.2.13]"
"37","K10949","ER lumen protein retaining receptor"
"37","K10536","agmatine deiminase [EC:3.5.3.12]"
"37","K10419","dynein light chain roadblock-type"
"37","K09962","uncharacterized protein"
"37","K05970","sialate O-acetylesterase [EC:3.1.1.53]"
"37","K03753","molybdopterin-guanine dinucleotide biosynthesis adapter protein"
"37","K02991","small subunit ribosomal protein S6e"
"37","K02883","large subunit ribosomal protein L18e"
"37","K02636","cytochrome b6-f complex iron-sulfur subunit [EC:7.1.1.6]"
"37","K01821","4-oxalocrotonate tautomerase [EC:5.3.2.6]"
"36","K22684","metacaspase-1 [EC:3.4.22.-]"
"36","K20792","N-alpha-acetyltransferase 15/16, NatA auxiliary subunit"
"36","K19147","5-methylcytosine-specific restriction enzyme subunit McrC"
"36","K09140","pre-rRNA-processing protein TSR3"
"36","K08970","nickel/cobalt transporter (NicO) family protein"
"36","K08481","circadian clock protein KaiB"
"36","K03979","GTPase [EC:3.6.5.-]"
"36","K03689","cytochrome b6-f complex subunit 8"
"36","K03094","S-phase kinase-associated protein 1"
"36","K02503","histidine triad (HIT) family protein"
"36","K02219","cyclin-dependent kinase regulatory subunit CKS1"
"36","K00963","UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]"
"35","K13985","N-acyl-phosphatidylethanolamine-hydrolysing phospholipase D [EC:3.1.4.54]"
"35","K12859","U5 snRNP protein, DIM1 family"
"35","K11644","paired amphipathic helix protein Sin3a"
"35","K04085","tRNA 2-thiouridine synthesizing protein A [EC:2.8.1.-]"
"35","K03970","phage shock protein B"
"35","K03937","NADH dehydrogenase (ubiquinone) Fe-S protein 4"
"35","K02984","small subunit ribosomal protein S3Ae"
"35","K02866","large subunit ribosomal protein L10e"
"35","K02723","photosystem II PsbY protein"
"34","K19683","tetratricopeptide repeat protein 30"
"34","K07275","outer membrane protein"
"34","K07241","nickel/cobalt transporter (NiCoT) family protein"
"34","K07148","uncharacterized protein"
"34","K03586","cell division protein FtsL"
"34","K02952","small subunit ribosomal protein S13"
"34","K02875","large subunit ribosomal protein L14e"
"34","K02697","photosystem I subunit IX"
"33","K21572","starch-binding outer membrane protein, SusD/RagB family"
"33","K18164","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7"
"33","K09803","uncharacterized protein"
"33","K09159","antitoxin CptB"
"33","K07300","Ca2+:H+ antiporter"
"33","K07149","uncharacterized protein"
"33","K07115","23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]"
"33","K03539","ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]"
"33","K02967","small subunit ribosomal protein S2"
"33","K02918","large subunit ribosomal protein L35e"
"33","K02712","photosystem II PsbK protein"
"33","K02494","outer membrane lipoprotein LolB"
"33","K02415","flagellar FliL protein"
"33","K02106","short-chain fatty acids transporter"
"33","K01776","glutamate racemase [EC:5.1.1.3]"
"33","K01259","proline iminopeptidase [EC:3.4.11.5]"
"33","K00797","spermidine synthase [EC:2.5.1.16]"
"33","K00673","arginine N-succinyltransferase [EC:2.3.1.109]"
"33","K00348","Na+-transporting NADH:ubiquinone oxidoreductase subunit C [EC:7.2.1.1]"
"32","K18156","mitochondrial inner membrane protease ATP23 [EC:3.4.24.-]"
"32","K14292","trimethylguanosine synthase [EC:2.1.1.-]"
"32","K13119","protein FAM50"
"32","K11895","type VI secretion system protein ImpH"
"32","K10849","DNA excision repair protein ERCC-1"
"32","K09940","uncharacterized protein"
"32","K09860","uncharacterized protein"
"32","K06985","aspartyl protease family protein"
"32","K06215","pyridoxal 5'-phosphate synthase pdxS subunit [EC:4.3.3.6]"
"32","K06023","HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]"
"32","K05941","glutathione gamma-glutamylcysteinyltransferase [EC:2.3.2.15]"
"32","K02922","large subunit ribosomal protein L37e"
"32","K02912","large subunit ribosomal protein L32e"
"32","K02873","large subunit ribosomal protein L13e"
"32","K01716","3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase [EC:4.2.1.59 5.3.3.14]"
"32","K00912","tetraacyldisaccharide 4'-kinase [EC:2.7.1.130]"
"31","K18464","WASH complex subunit strumpellin"
"31","K12848","U4/U6.U5 tri-snRNP component SNU23"
"31","K12471","epsin"
"31","K11940","heat shock protein HspQ"
"31","K09883","cobaltochelatase CobT [EC:6.6.1.2]"
"31","K03411","chemotaxis protein CheD [EC:3.5.1.44]"
"31","K03409","chemotaxis protein CheX"
"31","K01456","peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase [EC:3.5.1.52]"
"31","K01372","bleomycin hydrolase [EC:3.4.22.40]"
"30","K19942","growth arrest-specific protein 8"
"30","K17800","LETM1 and EF-hand domain-containing protein 1, mitochondrial"
"30","K17508","protein phosphatase PTC7 [EC:3.1.3.16]"
"30","K12863","protein CWC15"
"30","K09920","uncharacterized protein"
"30","K07273","lysozyme"
"30","K07086","uncharacterized protein"
"30","K06928","nucleoside-triphosphatase [EC:3.6.1.15]"
"30","K06186","outer membrane protein assembly factor BamE"
"30","K04764","integration host factor subunit alpha"
"30","K03636","sulfur-carrier protein"
"30","K03495","tRNA uridine 5-carboxymethylaminomethyl modification enzyme"
"30","K02714","photosystem II PsbM protein"
"30","K02711","photosystem II PsbJ protein"
"30","K00389","putative membrane protein"
"29","K20531","type IV secretion system protein TrbF"
"29","K12832","splicing factor 3B subunit 5"
"29","K11530","(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32]"
"29","K09892","cell division protein ZapB"
"29","K07323","phospholipid transport system substrate-binding protein"
"29","K07171","mRNA interferase MazF [EC:3.1.-.-]"
"29","K06971","uncharacterized protein"
"29","K06133","4'-phosphopantetheinyl transferase [EC:2.7.8.-]"
"29","K06041","arabinose-5-phosphate isomerase [EC:5.3.1.13]"
"29","K03573","DNA mismatch repair protein MutH"
"29","K03528","cell division protein ZipA"
"29","K03469","ribonuclease HI [EC:3.1.26.4]"
"29","K02889","large subunit ribosomal protein L21e"
"29","K02877","large subunit ribosomal protein L15e"
"29","K02722","photosystem II PsbX protein"
"28","K22754","E3 ubiquitin-protein ligase RNF213 [EC:2.3.2.27]"
"28","K18588","coenzyme Q-binding protein COQ10"
"28","K15216","RNA polymerase I-specific transcription initiation factor RRN3"
"28","K11718","UDP-glucose:glycoprotein glucosyltransferase [EC:2.4.1.-]"
"28","K09985","uncharacterized protein"
"28","K09948","uncharacterized protein"
"28","K09927","uncharacterized protein"
"28","K09142","uncharacterized protein"
"28","K08902","photosystem II Psb27 protein"
"28","K06223","DNA adenine methylase [EC:2.1.1.72]"
"28","K06138","pyrroloquinoline quinone biosynthesis protein D"
"28","K05979","2-phosphosulfolactate phosphatase [EC:3.1.3.71]"
"28","K05566","multicomponent Na+:H+ antiporter subunit B"
"28","K03131","transcription initiation factor TFIID subunit 6"
"28","K03117","sec-independent protein translocase protein TatB"
"28","K02951","small subunit ribosomal protein S12e"
"28","K02610","ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB"
"28","K02356","elongation factor P"
"28","K00641","homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]"
"27","K19032","30S ribosomal protein 3"
"27","K18831","HTH-type transcriptional regulator / antitoxin HigA"
"27","K17278","membrane-associated progesterone receptor component"
"27","K09902","uncharacterized protein"
"27","K08363","mercuric ion transport protein"
"27","K07494","putative transposase"
"27","K07167","putative transcriptional regulator"
"27","K06162","alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]"
"27","K04653","hydrogenase expression/formation protein HypC"
"27","K03571","rod shape-determining protein MreD"
"27","K03236","translation initiation factor 1A"
"27","K03113","translation initiation factor 1"
"27","K02687","ribosomal protein L11 methyltransferase [EC:2.1.1.-]"
"26","K19676","intraflagellar transport protein 172"
"26","K19306","18S rRNA (guanine1575-N7)-methyltransferase [EC:2.1.1.309]"
"26","K19159","antitoxin YefM"
"26","K16922","putative peptide zinc metalloprotease protein"
"26","K14831","protein MAK16"
"26","K13113","ubiquitin-like protein 5"
"26","K09862","uncharacterized protein"
"26","K07260","zinc D-Ala-D-Ala carboxypeptidase [EC:3.4.17.14]"
"26","K06960","uncharacterized protein"
"26","K05606","methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"
"26","K03973","phage shock protein C"
"26","K03607","ProP effector"
"26","K03594","bacterioferritin [EC:1.16.3.1]"
"26","K03557","Fis family transcriptional regulator, factor for inversion stimulation protein"
"26","K02643","cytochrome b6-f complex subunit 7"
"26","K01074","palmitoyl-protein thioesterase [EC:3.1.2.22]"
"25","K18532","adenylate kinase [EC:2.7.4.3]"
"25","K14568","rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]"
"25","K11128","H/ACA ribonucleoprotein complex subunit 1"
"25","K10253","DOPA 4,5-dioxygenase [EC:1.14.99.-]"
"25","K08995","putative membrane protein"
"25","K07266","capsular polysaccharide export protein"
"25","K03800","lipoate---protein ligase [EC:6.3.1.20]"
"25","K03676","glutaredoxin 3"
"25","K02452","general secretion pathway protein C"
"25","K00988","sulfate adenylyltransferase (ADP) / ATP adenylyltransferase [EC:2.7.7.5 2.7.7.53]"
"25","K00831","phosphoserine aminotransferase [EC:2.6.1.52]"
"25","K00526","ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]"
"24","K19513","protein CLEC16A"
"24","K15078","structure-specific endonuclease subunit SLX1 [EC:3.6.1.-]"
"24","K14518","PII interaction protein X"
"24","K14016","ubiquitin fusion degradation protein 1"
"24","K09794","uncharacterized protein"
"24","K07153","high frequency lysogenization protein"
"24","K06901","putative MFS transporter, AGZA family, xanthine/uracil permease"
"24","K06076","long-chain fatty acid transport protein"
"24","K05995","dipeptidase E [EC:3.4.13.21]"
"24","K05758","actin related protein 2/3 complex, subunit 2"
"24","K03531","cell division protein FtsZ"
"24","K02976","small subunit ribosomal protein S26e"
"24","K02923","large subunit ribosomal protein L38e"
"24","K02691","photosystem I subunit VII"
"24","K02406","flagellin"
"24","K01304","pyroglutamyl-peptidase [EC:3.4.19.3]"
"24","K00021","hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]"
"23","K22746","anamorsin"
"23","K09975","uncharacterized protein"
"23","K07458","DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]"
"23","K07452","5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]"
"23","K03745","SlyX protein"
"23","K03549","KUP system potassium uptake protein"
"23","K03247","translation initiation factor 3 subunit H"
"22","K22843","ETFB lysine methyltransferase [EC:2.1.1.-]"
"22","K19713","thiosulfate dehydrogenase [EC:1.8.2.2]"
"22","K17795","mitochondrial import inner membrane translocase subunit TIM17"
"22","K17675","ATP-dependent RNA helicase SUPV3L1/SUV3 [EC:3.6.4.13]"
"22","K14823","rRNA-processing protein EBP2"
"22","K14761","ribosome-associated protein"
"22","K14290","exportin-1"
"22","K10865","double-strand break repair protein MRE11"
"22","K10753","histone chaperone ASF1"
"22","K09763","uncharacterized protein"
"22","K09481","protein transport protein SEC61 subunit beta"
"22","K09457","7-cyano-7-deazaguanine reductase [EC:1.7.1.13]"
"22","K09384","uncharacterized protein"
"22","K07565","60S ribosome subunit biogenesis protein NIP7"
"22","K07451","5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]"
"22","K07259","serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]"
"22","K07178","RIO kinase 1 [EC:2.7.11.1]"
"22","K06603","flagellar protein FlaG"
"22","K06412","stage V sporulation protein G"
"22","K06208","chorismate mutase [EC:5.4.99.5]"
"22","K05382","phycoerythrin-associated linker protein"
"22","K03671","thioredoxin 1"
"22","K03627","putative transcription factor"
"22","K03598","sigma-E factor negative regulatory protein RseB"
"22","K02934","large subunit ribosomal protein L6e"
"22","K02930","large subunit ribosomal protein L4e"
"22","K02885","large subunit ribosomal protein L19e"
"22","K02713","photosystem II PsbL protein"
"22","K02671","type IV pilus assembly protein PilV"
"22","K02257","heme o synthase [EC:2.5.1.141]"
"22","K01854","UDP-galactopyranose mutase [EC:5.4.99.9]"
"21","K19573","alpha-tubulin N-acetyltransferase 1 [EC:2.3.1.108]"
"21","K19092","toxin ParE1/3/4"
"21","K14766","nucleolar protein 14"
"21","K12860","pre-mRNA-splicing factor CDC5/CEF1"
"21","K12829","splicing factor 3B subunit 2"
"21","K12064","conjugal transfer pilus assembly protein TraV"
"21","K09898","uncharacterized protein"
"21","K08983","putative membrane protein"
"21","K07104","catechol 2,3-dioxygenase [EC:1.13.11.2]"
"21","K07070","uncharacterized protein"
"21","K07020","uncharacterized protein"
"21","K06639","cell division cycle 14 [EC:3.1.3.16 3.1.3.48]"
"21","K06165","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]"
"21","K03673","thiol:disulfide interchange protein DsbA"
"21","K02929","large subunit ribosomal protein L44e"
"21","K02917","large subunit ribosomal protein L35Ae"
"21","K01493","dCMP deaminase [EC:3.5.4.12]"
"21","K01309","ubiquitin carboxyl-terminal hydrolase MINDY-1/2 [EC:3.4.19.12]"
"21","K01283","peptidyl-dipeptidase A [EC:3.4.15.1]"
"21","K01058","phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]"
"21","K00925","acetate kinase [EC:2.7.2.1]"
"21","K00759","adenine phosphoribosyltransferase [EC:2.4.2.7]"
"21","K00330","NADH-quinone oxidoreductase subunit A [EC:7.1.1.2]"
"20","K19166","mRNA interferase HigB [EC:3.1.-.-]"
"20","K17267","coatomer subunit gamma"
"20","K13719","ubiquitin thioesterase OTU1 [EC:3.1.2.-]"
"20","K11885","DNA damage-inducible protein 1"
"20","K10979","DNA end-binding protein Ku"
"20","K10798","poly [ADP-ribose] polymerase [EC:2.4.2.30]"
"20","K09793","uncharacterized protein"
"20","K09702","uncharacterized protein"
"20","K08972","putative membrane protein"
"20","K07455","recombination protein RecT"
"20","K07261","penicillin-insensitive murein DD-endopeptidase [EC:3.4.24.-]"
"20","K07150","uncharacterized protein"
"20","K06927","diphthine-ammonia ligase [EC:6.3.1.14]"
"20","K04750","PhnB protein"
"20","K02924","large subunit ribosomal protein L39e"
"20","K02718","photosystem II PsbT protein"
"20","K02171","BlaI family transcriptional regulator, penicillinase repressor"
"20","K02116","ATP synthase protein I"
"20","K01118","FMN-dependent NADH-azoreductase [EC:1.7.1.17]"
"20","K00621","glucosamine-phosphate N-acetyltransferase [EC:2.3.1.4]"
"19","K22105","TetR/AcrR family transcriptional regulator, fatty acid biosynthesis regulator"
"19","K20195","vacuolar fusion protein MON1"
"19","K15257","tRNA (mo5U34)-methyltransferase [EC:2.1.1.-]"
"19","K14797","essential nuclear protein 1"
"19","K13993","HSP20 family protein"
"19","K12627","U6 snRNA-associated Sm-like protein LSm8"
"19","K12069","conjugal transfer pilus assembly protein TraA"
"19","K11086","small nuclear ribonucleoprotein B and B'"
"19","K10773","endonuclease III [EC:4.2.99.18]"
"19","K09983","uncharacterized protein"
"19","K09764","uncharacterized protein"
"19","K08681","5'-phosphate synthase pdxT subunit [EC:4.3.3.6]"
"19","K07234","uncharacterized protein involved in response to NO"
"19","K07120","uncharacterized protein"
"19","K04065","hyperosmotically inducible periplasmic protein"
"19","K03952","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 8"
"19","K03575","A/G-specific adenine glycosylase [EC:3.2.2.31]"
"19","K02987","small subunit ribosomal protein S4e"
"19","K02975","small subunit ribosomal protein S25e"
"19","K02906","large subunit ribosomal protein L3"
"19","K02693","photosystem I subunit IV"
"19","K02128","F-type H+-transporting ATPase subunit c"
"19","K00463","indoleamine 2,3-dioxygenase [EC:1.13.11.52]"
"18","K19158","toxin YoeB [EC:3.1.-.-]"
"18","K18178","cytochrome c oxidase assembly factor 5"
"18","K15342","CRISP-associated protein Cas1"
"18","K14567","U3 small nucleolar RNA-associated protein 14"
"18","K14083","trimethylamine---corrinoid protein Co-methyltransferase [EC:2.1.1.250]"
"18","K13127","RING finger protein 113A"
"18","K11364","SAGA-associated factor 29"
"18","K07173","S-ribosylhomocysteine lyase [EC:4.4.1.21]"
"18","K07044","uncharacterized protein"
"18","K06934","uncharacterized protein"
"18","K06909","phage terminase large subunit"
"18","K06381","stage II sporulation protein D"
"18","K05757","actin related protein 2/3 complex, subunit 1A/1B"
"18","K04712","sphingolipid 4-desaturase/C4-monooxygenase [EC:1.14.19.17 1.14.18.5]"
"18","K03031","26S proteasome regulatory subunit N12"
"18","K02710","photosystem II PsbI protein"
"18","K01788","N-acylglucosamine-6-phosphate 2-epimerase [EC:5.1.3.9]"
"18","K01115","phospholipase D1/2 [EC:3.1.4.4]"
"18","K01079","phosphoserine phosphatase [EC:3.1.3.3]"
"17","K22422","protein downstream neighbor of Son"
"17","K19787","carnosine N-methyltransferase [EC:2.1.1.22]"
"17","K19170","DNA sulfur modification protein DndC"
"17","K17892","ferredoxin-thioredoxin reductase catalytic chain [EC:1.8.7.2]"
"17","K17605","serine/threonine-protein phosphatase 2A activator"
"17","K15382","solute carrier family 50 (sugar transporter)"
"17","K15333","tRNA guanosine-2'-O-methyltransferase [EC:2.1.1.34]"
"17","K14843","pescadillo"
"17","K13109","IK cytokine"
"17","K12827","splicing factor 3A subunit 3"
"17","K10745","ribonuclease H2 subunit C"
"17","K09910","uncharacterized protein"
"17","K08967","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase [EC:1.13.11.53 1.13.11.54]"
"17","K07341","death on curing protein"
"17","K07226","heme iron utilization protein"
"17","K07030","uncharacterized protein"
"17","K06063","SNW domain-containing protein 1"
"17","K03858","phosphatidylinositol glycan, class H"
"17","K02921","large subunit ribosomal protein L37Ae"
"17","K02915","large subunit ribosomal protein L34e"
"17","K01596","phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]"
"16","K20989","urea-proton symporter"
"16","K20529","type IV secretion system protein TrbD"
"16","K19756","radial spoke head protein 4A"
"16","K19156","antitoxin PrlF"
"16","K17836","beta-lactamase class A [EC:3.5.2.6]"
"16","K12881","THO complex subunit 4"
"16","K12833","pre-mRNA branch site protein p14"
"16","K12819","pre-mRNA-processing factor SLU7"
"16","K10418","dynein light chain LC8-type"
"16","K09893","regulator of ribonuclease activity B"
"16","K09704","uncharacterized protein"
"16","K08968","L-methionine (R)-S-oxide reductase [EC:1.8.4.14]"
"16","K07759","poly(ADP-ribose) glycohydrolase [EC:3.2.1.143]"
"16","K07495","putative transposase"
"16","K07343","DNA transformation protein and related proteins"
"16","K07340","inner membrane protein"
"16","K05595","multiple antibiotic resistance protein"
"16","K03414","chemotaxis protein CheZ"
"16","K03252","translation initiation factor 3 subunit C"
"16","K03009","DNA-directed RNA polymerases I, II, and III subunit RPABC4"
"16","K02601","transcription termination/antitermination protein NusG"
"16","K01734","methylglyoxal synthase [EC:4.2.3.3]"
"16","K01057","6-phosphogluconolactonase [EC:3.1.1.31]"
"16","K00962","polyribonucleotide nucleotidyltransferase [EC:2.7.7.8]"
"16","K00710","polypeptide N-acetylgalactosaminyltransferase [EC:2.4.1.41]"
"15","K22686","pro-apoptotic serine protease NMA111 [EC:3.4.21.-]"
"15","K19804","lipopolysaccharide assembly protein B"
"15","K17607","type 2A phosphatase activator TIP41"
"15","K17422","large subunit ribosomal protein L41"
"15","K15448","multifunctional methyltransferase subunit TRM112"
"15","K14852","regulator of ribosome biosynthesis"
"15","K12861","pre-mRNA-splicing factor SPF27"
"15","K12825","splicing factor 3A subunit 1"
"15","K12060","conjugal transfer pilus assembly protein TraU"
"15","K10926","MSHA pilin protein MshC"
"15","K10866","DNA repair protein RAD50 [EC:3.6.-.-]"
"15","K09980","uncharacterized protein"
"15","K09946","uncharacterized protein"
"15","K09658","dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit"
"15","K08337","ubiquitin-like modifier-activating enzyme ATG7"
"15","K07555","ATP synthase mitochondrial F1 complex assembly factor 1"
"15","K07504","predicted type IV restriction endonuclease"
"15","K07334","toxin HigB-1"
"15","K07136","uncharacterized protein"
"15","K07080","uncharacterized protein"
"15","K07018","uncharacterized protein"
"15","K06166","alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]"
"15","K03747","Smg protein"
"15","K03574","8-oxo-dGTP diphosphatase [EC:3.6.1.55]"
"15","K03216","tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]"
"15","K02700","photosystem I subunit XII"
"15","K02698","photosystem I subunit X"
"15","K02260","cytochrome c oxidase assembly protein subunit 17"
