Abundance,ID,name
"141","PF01963","TraB/PrgY/gumN family"
"140","PF16211","C-terminus of histone H2A"
"140","PF12728","Helix-turn-helix domain"
"140","PF10354","rRNA (uridine-N3-)-methyltransferase BTM5-like"
"140","PF10216","CO2 hydration protein (ChpXY)"
"140","PF04305","Protein of unknown function (DUF455)"
"140","PF03808","Glycosyl transferase WecG/TagA/CpsF family"
"140","PF03577","Peptidase family C69"
"140","PF03319","Ethanolamine utilisation protein EutN/carboxysome"
"140","PF01794","Ferric reductase like transmembrane component"
"140","PF01706","FliG C-terminal domain"
"139","PF21379","Baseplate wedge protein gp6-like, helical domain"
"139","PF18345","Zinc finger domain"
"139","PF18074","Primosomal protein N C-terminal domain"
"139","PF13413","Helix-turn-helix domain"
"139","PF12801","4Fe-4S binding domain"
"139","PF08540","Hydroxymethylglutaryl-coenzyme A synthase C terminal"
"139","PF04095","Nicotinate phosphoribosyltransferase (NAPRTase) family"
"139","PF04012","PspA/IM30 family"
"139","PF03458","Glycine transporter"
"138","PF12710","haloacid dehalogenase-like hydrolase"
"138","PF12349","Sterol-sensing domain of SREBP cleavage-activation"
"138","PF07277","SapC"
"138","PF06213","Cobalamin biosynthesis protein CobT"
"138","PF06094","Gamma-glutamyl cyclotransferase, AIG2-like"
"138","PF04773","FecR protein"
"138","PF04364","DNA polymerase III chi subunit, HolC"
"138","PF04349","Periplasmic glucan biosynthesis protein, MdoG"
"138","PF02699","Preprotein translocase subunit"
"138","PF01820","D-ala D-ala ligase N-terminus"
"137","PF14684","Tricorn protease C1 domain"
"137","PF13186","Iron-sulfur cluster-binding domain"
"137","PF12624","VPS13-like, N-terminal"
"137","PF11717","RNA binding activity-knot of a chromodomain"
"137","PF08003","Protein of unknown function (DUF1698)"
"137","PF07466","Protein of unknown function (DUF1517)"
"137","PF07021","Methionine biosynthesis protein MetW"
"137","PF06463","Molybdenum Cofactor Synthesis C"
"137","PF06206","CpeT/CpcT family (DUF1001)"
"137","PF05183","RNA dependent RNA polymerase"
"137","PF01396","Topoisomerase DNA binding C4 zinc finger"
"136","PF16350","FAD dependent oxidoreductase central domain"
"136","PF14008","Iron/zinc purple acid phosphatase-like protein C"
"136","PF13843","Transposase IS4"
"136","PF12600","Protein of unknown function (DUF3769)"
"136","PF11360","Protein of unknown function (DUF3110)"
"136","PF06067","Domain of unknown function (DUF932)"
"136","PF05494","MlaC protein"
"136","PF04377","Arginine-tRNA-protein transferase, C terminus"
"136","PF02259","FAT domain"
"135","PF14863","Alkyl sulfatase dimerisation"
"135","PF10417","C-terminal domain of 1-Cys peroxiredoxin"
"135","PF07793","Protein of unknown function (DUF1631)"
"135","PF07386","Protein of unknown function (DUF1499)"
"135","PF02639","Uncharacterized BCR, YaiI/YqxD family COG1671"
"135","PF02535","ZIP Zinc transporter"
"135","PF02133","Permease for cytosine/purines, uracil, thiamine, allantoin"
"135","PF01652","Eukaryotic initiation factor 4E"
"135","PF01142","tRNA pseudouridine synthase D (TruD)"
"135","PF00877","NlpC/P60 family"
"135","PF00825","Ribonuclease P"
"135","PF00172","Fungal Zn(2)-Cys(6) binuclear cluster domain"
"134","PF14622","Ribonuclease-III-like"
"134","PF13581","Histidine kinase-like ATPase domain"
"134","PF11899","Protein of unknown function (DUF3419)"
"134","PF11288","Protein of unknown function (DUF3089)"
"134","PF11028","Protein of unknown function (DUF2723)"
"134","PF06480","FtsH Extracellular"
"134","PF04295","D-galactarate dehydratase/Altronate hydrolase, second domain"
"134","PF03074","Glutamate-cysteine ligase"
"134","PF02683","Cytochrome C biogenesis protein transmembrane region"
"134","PF02565","Recombination protein O C terminal"
"134","PF01914","MarC family integral membrane protein"
"134","PF01399","PCI domain"
"134","PF00891","O-methyltransferase domain"
"134","PF00194","Eukaryotic-type carbonic anhydrase"
"133","PF20974","tRNA synthetases class I (E and Q), anti-codon binding domain"
"133","PF20330","Family of unknown function (DUF6625)"
"133","PF20030","MoxR domain in the MoxR-vWA-beta-propeller ternary systems"
"133","PF19313","Domain of unknown function (DUF5916)"
"133","PF13669","Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily"
"133","PF13624","SurA-like N-terminal domain"
"133","PF13203","Putative metallopeptidase domain"
"133","PF12911","N-terminal TM domain of oligopeptide transport permease C"
"133","PF12437","Glutamine synthetase type III N terminal"
"133","PF09347","Domain of unknown function (DUF1989)"
"133","PF05090","Vitamin K-dependent gamma-carboxylase"
"133","PF04685","Glycosyl-hydrolase family 116, catalytic region"
"133","PF03773","Predicted permease"
"133","PF03632","Glycosyl hydrolase family 65 central catalytic domain"
"133","PF01980","tRNA-methyltransferase O"
"133","PF01487","Type I 3-dehydroquinase"
"132","PF21180","Topoisomerase 6 subunit A/Spo11, Toprim domain"
"132","PF21016","Ribosomal RNA large subunit methyltransferase N-terminal domain"
"132","PF20206","Tra1 HEAT repeat ring region"
"132","PF17810","Arginine decarboxylase helical bundle domain"
"132","PF17207","MCM OB domain"
"132","PF12951","Passenger-associated-transport-repeat"
"132","PF11775","Cobalamin biosynthesis protein CobT VWA domain"
"132","PF09366","Protein of unknown function (DUF1997)"
"132","PF08239","Bacterial SH3 domain"
"132","PF04397","LytTr DNA-binding domain"
"132","PF04185","Phosphoesterase family"
"132","PF03795","YCII-related domain"
"132","PF02682","Carboxyltransferase domain, subdomain C and D"
"132","PF00690","Cation transporter/ATPase, N-terminus"
"132","PF00538","linker histone H1 and H5 family"
"131","PF19290","PmbA/TldA metallopeptidase central domain"
"131","PF13482","RNase_H superfamily"
"131","PF13291","ACT domain"
"131","PF11902","Protein of unknown function (DUF3422)"
"131","PF10021","Microbial-type PARG, catalytic domain"
"131","PF09418","Protein of unknown function (DUF2009)"
"131","PF07755","Domain of unknown function (DUF1611_C) P-loop domain"
"131","PF06714","Gp5 N-terminal OB domain"
"131","PF06565","DM10 domain"
"131","PF05990","Alpha/beta hydrolase of unknown function (DUF900)"
"131","PF04280","Tim44-like domain"
"131","PF03619","Organic solute transporter Ostalpha"
"131","PF01809","Putative membrane protein insertion efficiency factor"
"131","PF01693","Caulimovirus viroplasmin"
"131","PF01398","JAB1/Mov34/MPN/PAD-1 ubiquitin protease"
"130","PF17148","Domain of unknown function (DUF5117)"
"130","PF13369","Transglutaminase-like superfamily"
"130","PF11953","Domain of unknown function (DUF3470)"
"130","PF05272","Virulence-associated protein E-like domain"
"130","PF04986","Putative transposase"
"130","PF04932","O-Antigen ligase"
"130","PF04461","Protein of unknown function (DUF520)"
"130","PF04403","Paraquat-inducible protein A"
"130","PF03576","Peptidase family S58"
"130","PF02421","Ferrous iron transport protein B"
"130","PF00629","MAM domain, meprin/A5/mu"
"129","PF14349","Motility related/secretion protein"
"129","PF13650","Aspartyl protease"
"129","PF11790","Glycosyl hydrolase catalytic core"
"129","PF06827","Zinc finger found in FPG and IleRS"
"129","PF05891","AdoMet dependent proline di-methyltransferase"
"129","PF05153","Myo-inositol oxygenase"
"129","PF04784","Protein of unknown function, DUF547"
"129","PF01523","PmbA/TldA metallopeptidase domain 1"
"129","PF00351","Biopterin-dependent aromatic amino acid hydroxylase"
"128","PF07209","Protein of unknown function (DUF1415)"
"128","PF06742","Protein of unknown function (DUF1214)"
"128","PF05684","Protein of unknown function (DUF819)"
"128","PF04608","Phosphatidylglycerophosphatase A"
"128","PF04333","MlaA lipoprotein"
"128","PF01888","CbiD"
"128","PF01798","snoRNA binding domain, fibrillarin"
"128","PF01469","Pentapeptide repeats (8 copies)"
"128","PF01028","Eukaryotic DNA topoisomerase I, catalytic core"
"128","PF00471","Ribosomal protein L33"
"127","PF16355","Domain of unknown function (DUF4982)"
"127","PF14588","YjgF/chorismate_mutase-like, putative endoribonuclease"
"127","PF14489","QueF-like protein"
"127","PF14450","Cell division protein FtsA"
"127","PF13538","UvrD-like helicase C-terminal domain"
"127","PF12763","Cytoskeletal-regulatory complex EF hand"
"127","PF07679","Immunoglobulin I-set domain"
"127","PF07012","Curlin associated repeat"
"127","PF05661","Protein of unknown function (DUF808)"
"127","PF03130","PBS lyase HEAT-like repeat"
"126","PF20429","RNA-binding protein Tab2/Atab2, C terminal"
"126","PF19060","DVNP family"
"126","PF16905","Voltage-dependent L-type calcium channel, IQ-associated"
"126","PF12034","Uncharacterized protein YfbK, C-terminal"
"126","PF10274","Parkin co-regulated protein"
"126","PF09397","Ftsk gamma domain"
"126","PF08706","D5 N terminal like"
"126","PF07970","Endoplasmic reticulum vesicle transporter"
"126","PF05186","Dpy-30 motif"
"126","PF04193","PQ loop repeat"
"126","PF03928","Haem degrading protein HbpS-like"
"126","PF03178","CPSF A subunit region"
"126","PF02733","Dak1 domain"
"126","PF01427","D-ala-D-ala dipeptidase"
"126","PF00737","Photosystem II 10 kDa phosphoprotein"
"125","PF17768","RecJ OB domain"
"125","PF10977","Protein of unknown function (DUF2797)"
"125","PF06762","Lipase maturation factor"
"125","PF04962","KduI/IolB family"
"125","PF04884","Vitamin B6 photo-protection and homoeostasis"
"125","PF04293","SpoVR like protein"
"125","PF03726","Polyribonucleotide nucleotidyltransferase, RNA binding domain"
"125","PF03190","Protein of unknown function, DUF255"
"125","PF01472","PUA domain"
"125","PF00667","FAD binding domain"
"124","PF17769","Phosphoribosylaminoimidazole carboxylase C-terminal domain"
"124","PF14805","Tetrahydrodipicolinate N-succinyltransferase N-terminal"
"124","PF13286","Phosphohydrolase-associated domain"
"124","PF12973","ChrR Cupin-like domain"
"124","PF12850","Calcineurin-like phosphoesterase superfamily domain"
"124","PF10433","Mono-functional DNA-alkylating methyl methanesulfonate N-term"
"124","PF10408","Ubiquitin elongating factor core"
"124","PF07366","SnoaL-like polyketide cyclase"
"124","PF05673","Protein of unknown function (DUF815)"
"124","PF05138","Phenylacetic acid catabolic protein"
"124","PF04248","Domain of unknown function (DUF427)"
"124","PF03275","UDP-galactopyranose mutase"
"124","PF02536","mTERF"
"124","PF01126","Heme oxygenase"
"123","PF13483","Beta-lactamase superfamily domain"
"123","PF08454","RyR and IP3R Homology associated"
"123","PF07978","NIPSNAP"
"123","PF05694","56kDa selenium binding protein (SBP56)"
"123","PF03203","MerC mercury resistance protein"
"123","PF01330","RuvA N terminal domain"
"122","PF20656","Malate synthase, N-terminal domain"
"122","PF13472","GDSL-like Lipase/Acylhydrolase family"
"122","PF13416","Bacterial extracellular solute-binding protein"
"122","PF13404","AsnC-type helix-turn-helix domain"
"122","PF07196","Flagellin hook IN motif"
"122","PF06580","Histidine kinase"
"122","PF04481","Protein of unknown function (DUF561)"
"122","PF03618","Kinase/pyrophosphorylase"
"122","PF00327","Ribosomal protein L30p/L7e"
"121","PF10555","Phospho-N-acetylmuramoyl-pentapeptide-transferase signature 1"
"121","PF10142","PhoPQ-activated pathogenicity-related protein"
"121","PF05762","VWA domain containing CoxE-like protein"
"121","PF05524","PEP-utilising enzyme, N-terminal"
"121","PF04990","RNA polymerase Rpb1, domain 7"
"121","PF04947","Poxvirus Late Transcription Factor VLTF3 like"
"121","PF02747","Proliferating cell nuclear antigen, C-terminal domain"
"121","PF02576","RimP N-terminal domain"
"121","PF02178","AT hook motif"
"121","PF01276","Orn/Lys/Arg decarboxylase, major domain"
"121","PF00652","Ricin-type beta-trefoil lectin domain"
"120","PF13584","BatD DUF11 like domain"
"120","PF12237","Phosphorylated CTD interacting factor 1 WW domain"
"120","PF07484","Phage Tail Collar Domain"
"120","PF05091","Eukaryotic translation initiation factor 3 subunit 7 (eIF-3)"
"120","PF03960","ArsC family"
"120","PF03404","Mo-co oxidoreductase dimerisation domain"
"120","PF03062","MBOAT, membrane-bound O-acyltransferase family"
"120","PF02900","Catalytic LigB subunit of aromatic ring-opening dioxygenase"
"120","PF02556","Preprotein translocase subunit SecB"
"120","PF02065","Melibiase"
"119","PF19846","Domain of unknown function (DUF6321)"
"119","PF18693","TRAM domain"
"119","PF13401","AAA domain"
"119","PF02789","Cytosol aminopeptidase family, N-terminal domain"
"119","PF01832","Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase"
"119","PF01429","Methyl-CpG binding domain"
"119","PF00455","DeoR C terminal sensor domain"
"118","PF19310","Neurolysin/Thimet oligopeptidase, N-terminal domain"
"118","PF19277","Glycerol-3-phosphate acyltransferase C-terminal region"
"118","PF19114","EsV-1-7 cysteine-rich motif"
"118","PF16198","tRNA pseudouridylate synthase B C-terminal domain"
"118","PF13631","Cytochrome b(N-terminal)/b6/petB"
"118","PF12625","Arabinose-binding domain of AraC transcription regulator, N-term"
"118","PF11071","Nucleoside 2-deoxyribosyltransferase YtoQ"
"118","PF04940","Sensors of blue-light using FAD"
"118","PF04137","Endoplasmic Reticulum Oxidoreductin 1 (ERO1)"
"118","PF03937","Flavinator of succinate dehydrogenase"
"118","PF03851","UV-endonuclease UvdE"
"118","PF02807","ATP:guanido phosphotransferase, N-terminal domain"
"118","PF01152","Bacterial-like globin"
"118","PF00699","Urease beta subunit"
"117","PF18317","Shikimate 5'-dehydrogenase C-terminal domain"
"117","PF16901","C-terminal domain of alpha-glycerophosphate oxidase"
"117","PF11443","Domain of unknown function (DUF2828)"
"117","PF11412","Thiol:disulfide interchange protein DsbD, N-terminal"
"117","PF07642","Putative beta-barrel porin-2, OmpL-like. bbp2"
"117","PF07396","Phosphate-selective porin O and P"
"117","PF06242","Transcriptional cell cycle regulator TrcR"
"117","PF05861","Bacterial phosphonate metabolism protein (PhnI)"
"117","PF05023","Phytochelatin synthase"
"117","PF03900","Porphobilinogen deaminase, C-terminal domain"
"117","PF02690","Na+/Pi-cotransporter"
"117","PF02595","Glycerate kinase family"
"117","PF02171","Piwi domain"
"117","PF01558","Pyruvate ferredoxin/flavodoxin oxidoreductase"
"117","PF01485","IBR domain, a half RING-finger domain"
"117","PF01253","Translation initiation factor SUI1"
"117","PF01219","Prokaryotic diacylglycerol kinase"
"117","PF01163","RIO1 family"
"116","PF19112","Vanillate O-demethylase oxygenase C-terminal domain"
"116","PF14529","Endonuclease-reverse transcriptase"
"116","PF13449","Esterase-like activity of phytase"
"116","PF13144","Chaperone for flagella basal body P-ring formation"
"116","PF08411","Exonuclease C-terminal"
"116","PF02806","Alpha amylase, C-terminal all-beta domain"
"116","PF01258","Prokaryotic dksA/traR C4-type zinc finger"
"116","PF00547","Urease, gamma subunit"
"115","PF20732","Exo-beta-N-acetylmuramidase NamZ, C-terminal"
"115","PF20408","Alpha/beta hydrolase domain"
"115","PF18766","SWI2/SNF2 ATPase"
"115","PF12594","Protein of unknown function (DUF3764)"
"115","PF07444","Ycf66 protein N-terminus"
"115","PF06792","Uncharacterised protein family (UPF0261)"
"115","PF04958","Arginine N-succinyltransferase beta subunit"
"115","PF04811","Sec23/Sec24 trunk domain"
"115","PF03993","Domain of Unknown Function (DUF349)"
"115","PF03692","Putative zinc- or iron-chelating domain"
"115","PF02005","N2,N2-dimethylguanosine tRNA methyltransferase"
"115","PF01292","Prokaryotic cytochrome b561"
"115","PF01031","Dynamin central region"
"114","PF20189","Family of unknown function (DUF6552)"
"114","PF17676","LD-carboxypeptidase C-terminal domain"
"114","PF15511","Centromere kinetochore component CENP-T histone fold"
"114","PF11818","C-terminal domain of tail specific protease (DUF3340)"
"114","PF09837","Uncharacterized protein conserved in bacteria (DUF2064)"
"114","PF08531","Alpha-L-rhamnosidase N-terminal domain"
"114","PF08345","Flagellar M-ring protein C-terminal"
"114","PF07291","Methylamine utilisation protein MauE"
"114","PF04727","ELMO/CED-12 family"
"114","PF04386","Stringent starvation protein B"
"114","PF02945","Recombination endonuclease VII"
"114","PF02482","Sigma 54 modulation protein / S30EA ribosomal protein"
"114","PF02154","Flagellar motor switch protein FliM"
"114","PF01150","GDA1/CD39 (nucleoside phosphatase) family"
"114","PF00283","Cytochrome b559, alpha (gene psbE) and beta (gene psbF)subunits"
"113","PF17775","UPF0225 domain"
"113","PF16078","2-oxoglutarate dehydrogenase N-terminus"
"113","PF13937","Domain of unknown function (DUF4212)"
"113","PF10996","Beta-Casp domain"
"113","PF10588","NADH-ubiquinone oxidoreductase-G iron-sulfur binding region"
"113","PF09826","Beta propeller domain"
"113","PF08856","Protein of unknown function (DUF1826)"
"113","PF08032","RNA 2'-O ribose methyltransferase substrate binding"
"113","PF07986","Tubulin binding cofactor C"
"113","PF05742","Transport and Golgi organisation 2"
"113","PF05239","PRC-barrel domain"
"113","PF03562","MltA specific insert domain"
"113","PF01773","Na+ dependent nucleoside transporter N-terminus"
"112","PF17848","Acetyl-CoA carboxylase zinc finger domain"
"112","PF13478","XdhC Rossmann domain"
"112","PF10412","Type IV secretion-system coupling protein DNA-binding domain"
"112","PF08712","Scaffold protein Nfu/NifU N terminal"
"112","PF08495","FIST N domain"
"112","PF08327","Activator of Hsp90 ATPase homolog 1-like protein"
"112","PF07195","Flagellar hook-associated protein 2 C-terminus"
"112","PF05875","Ceramidase"
"112","PF03706","Lysylphosphatidylglycerol synthase TM region"
"112","PF03083","Sugar efflux transporter for intercellular exchange"
"112","PF01231","Indoleamine 2,3-dioxygenase"
"111","PF21771","Domain of unknown function (DUF6871)"
"111","PF20179","MSS51 C-terminal domain"
"111","PF19864","Radical SAM proteins, N-terminal"
"111","PF19030","Thrombospondin type 1 domain"
"111","PF17806","Sarcosine oxidase A3 domain"
"111","PF13579","Glycosyl transferase 4-like domain"
"111","PF13495","Phage integrase, N-terminal SAM-like domain"
"111","PF10211","Axonemal dynein light chain"
"111","PF08328","Adenylosuccinate lyase C-terminal"
"111","PF06707","Protein of unknown function (DUF1194)"
"111","PF06202","Amylo-alpha-1,6-glucosidase"
"111","PF05641","Agenet domain"
"111","PF05602","Cleft lip and palate transmembrane protein 1 (CLPTM1)"
"111","PF05367","Phage endonuclease I"
"111","PF03222","Tryptophan/tyrosine permease family"
"111","PF03155","ALG6, ALG8 glycosyltransferase family"
"111","PF02491","SHS2 domain inserted in FTSA"
"111","PF02245","Methylpurine-DNA glycosylase (MPG)"
"111","PF02099","Josephin"
"111","PF01544","CorA-like Mg2+ transporter protein"
"111","PF01229","Glycosyl hydrolases family 39"
"111","PF00705","Proliferating cell nuclear antigen, N-terminal domain"
"110","PF17792","ThiD2 family"
"110","PF14707","C-terminal region of aryl-sulfatase"
"110","PF13438","Domain of unknown function (DUF4113)"
"110","PF11913","Protein of unknown function (DUF3431)"
"110","PF10615","Domain of unknown function (DUF2470)"
"110","PF08993","T4 gene Gp59 loader of gp41 DNA helicase"
"110","PF07470","Glycosyl Hydrolase Family 88"
"110","PF06839","GRF zinc finger"
"110","PF06516","Purine nucleoside permease (NUP)"
"110","PF05804","Kinesin-associated protein (KAP)"
"110","PF02643","Uncharacterized ACR, COG1430"
"110","PF01424","R3H domain"
"110","PF01222","Ergosterol biosynthesis ERG4/ERG24 family"
"110","PF00165","Bacterial regulatory helix-turn-helix proteins, AraC family"
"110","PF00040","Fibronectin type II domain"
"109","PF19420","N,N dimethylarginine dimethylhydrolase, eukaryotic"
"109","PF13551","Winged helix-turn helix"
"109","PF13007","Transposase C of IS166 homeodomain"
"109","PF12679","ABC-2 family transporter protein"
"109","PF12450","von Willebrand factor"
"109","PF11736","Protein of unknown function (DUF3299)"
"109","PF09190","DALR domain"
"109","PF05426","Alginate lyase"
"109","PF04258","Signal peptide peptidase"
"109","PF03901","Alg9-like mannosyltransferase family"
"109","PF03799","Cell division protein FtsQ/DivIB, C-terminal"
"109","PF00852","Glycosyltransferase family 10 (fucosyltransferase) C-term"
"109","PF00191","Annexin"
"108","PF12708","Pectate lyase superfamily protein"
"108","PF11965","Domain of unknown function (DUF3479)"
"108","PF09844","Uncharacterized conserved protein (COG2071)"
"108","PF09339","IclR helix-turn-helix domain"
"108","PF07748","Glycosyl hydrolases family 38 C-terminal domain"
"108","PF06835","Lipopolysaccharide-assembly, LptC-related"
"108","PF05275","Copper resistance protein B precursor (CopB)"
"108","PF04972","BON domain"
"108","PF04755","PAP_fibrillin"
"108","PF04546","Sigma-70, non-essential region"
"108","PF04052","TolB amino-terminal domain"
"108","PF02132","RecR, Cys4-zinc finger motif"
"108","PF01333","Apocytochrome F, C-terminal"
"108","PF01205","Uncharacterized protein family UPF0029"
"107","PF17973","Bacterial Alpha-2-macroglobulin MG10 domain"
"107","PF16796","Microtubule binding"
"107","PF11969","Scavenger mRNA decapping enzyme C-term binding"
"107","PF11821","Alternative complex III, ActD subunit"
"107","PF09818","P-loop domain"
"107","PF07994","Myo-inositol-1-phosphate synthase"
"107","PF06167","Glucose-regulated metallo-peptidase M90"
"107","PF05947","Type VI secretion system, TssF"
"107","PF04178","Got1/Sft2-like family"
"107","PF03029","Conserved hypothetical ATP binding protein"
"107","PF01875","Memo-like protein"
"107","PF00936","BMC domain"
"107","PF00101","Ribulose bisphosphate carboxylase, small chain"
"106","PF17815","PDZ domain"
"106","PF17782","DprA winged helix domain"
"106","PF14842","FliG N-terminal domain"
"106","PF10397","Adenylosuccinate lyase C-terminus"
"106","PF08718","Glycolipid transfer protein (GLTP)"
"106","PF08613","Cyclin"
"106","PF04950","40S ribosome biogenesis protein Tsr1 and BMS1 C-terminal"
"106","PF04777","Erv1 / Alr family"
"106","PF04191","Phospholipid methyltransferase"
"106","PF04002","RadC-like JAB domain"
"106","PF03401","Tripartite tricarboxylate transporter family receptor"
"106","PF02433","Cytochrome C oxidase, mono-heme subunit/FixO"
"106","PF02338","OTU-like cysteine protease"
"106","PF00207","Alpha-2-macroglobulin family"
"105","PF18404","Glucosyltransferase 24"
"105","PF17912","MalK OB fold domain"
"105","PF13513","HEAT-like repeat"
"105","PF10509","Galactokinase galactose-binding signature"
"105","PF04285","Protein of unknown function (DUF444)"
"105","PF02839","Carbohydrate-binding module family 5/12"
"105","PF02654","Cobalamin-5-phosphate synthase"
"105","PF01477","PLAT/LH2 domain"
"104","PF19303","Anticodon binding domain of methionyl tRNA ligase"
"104","PF13502","AsmA-like C-terminal region"
"104","PF07947","YhhN family"
"104","PF05930","Prophage CP4-57 regulatory protein (AlpA)"
"104","PF03548","Outer membrane lipoprotein carrier protein LolA"
"104","PF02625","XdhC and CoxI family"
"104","PF02551","Acyl-CoA thioesterase"
"104","PF01716","Manganese-stabilising protein / photosystem II polypeptide"
"104","PF01088","Ubiquitin carboxyl-terminal hydrolase, family 1"
"103","PF21722","Glycine-rich domain"
"103","PF19197","Family of unknown function (DUF5872)"
"103","PF18483","Bacterial lectin"
"103","PF13688","Metallo-peptidase family M12"
"103","PF13370","4Fe-4S single cluster domain of Ferredoxin I"
"103","PF12972","Alpha-N-acetylglucosaminidase (NAGLU) C-terminal domain"
"103","PF12161","HsdM N-terminal domain"
"103","PF09694","Bacterial protein of unknown function (Gcw_chp)"
"103","PF08471","Class II vitamin B12-dependent ribonucleotide reductase"
"103","PF06863","Protein of unknown function (DUF1254)"
"103","PF04752","ChaC-like protein"
"103","PF03690","Uncharacterised protein family (UPF0160)"
"102","PF18922","Protein of unknown function (DUF5672)"
"102","PF16900","Replication protein A OB domain"
"102","PF16670","Phosphoinositide phospholipase C, Ca2+-dependent"
"102","PF16184","Cadherin-like"
"102","PF13359","DDE superfamily endonuclease"
"102","PF11812","Domain of unknown function (DUF3333)"
"102","PF09945","Predicted membrane protein (DUF2177)"
"102","PF08496","Peptidase family S49 N-terminal"
"102","PF06798","PrkA serine protein kinase C-terminal domain"
"102","PF06114","IrrE N-terminal-like domain"
"102","PF01223","DNA/RNA non-specific endonuclease"
"101","PF20511","Phosphomannose isomerase type I, catalytic domain"
"101","PF20419","Family of unknown function (DUF6701)"
"101","PF19058","Family of unknown function (DUF5754)"
"101","PF17289","Terminase RNaseH-like domain"
"101","PF13764","E3 ubiquitin-protein ligase UBR4"
"101","PF13607","Succinyl-CoA ligase like flavodoxin domain"
"101","PF13336","Acetyl-CoA hydrolase/transferase C-terminal domain"
"101","PF11449","Putative, 10TM heavy-metal exporter"
"101","PF09587","Bacterial capsule synthesis protein PGA_cap"
"101","PF07862","Nif11 domain"
"101","PF07700","Haem-NO-binding"
"101","PF07608","Protein of unknown function (DUF1571)"
"101","PF07542","ATP12 chaperone protein"
"101","PF06155","Gamma-butyrobetaine hydroxylase-like, N-terminal"
"101","PF03816","LytR_cpsA_psr family"
"101","PF03119","NAD-dependent DNA ligase C4 zinc finger domain"
"100","PF19432","DNAJ protein RME-8 N-terminal"
"100","PF18974","Domain of unknown function (DUF5710)"
"100","PF18701","Family of unknown function (DUF5641)"
"100","PF16491","CAAX prenyl protease N-terminal, five membrane helices"
"100","PF13779","Domain of unknown function (DUF4175)"
"100","PF09835","Uncharacterized protein conserved in bacteria (DUF2062)"
"100","PF07171","MlrC C-terminus"
"100","PF04029","2-phosphosulpholactate phosphatase"
"100","PF03929","PepSY-associated TM region"
"100","PF03473","MOSC domain"
"100","PF02632","BioY family"
"100","PF01906","Putative heavy-metal-binding"
"100","PF01478","Type IV leader peptidase family"
"100","PF01161","Phosphatidylethanolamine-binding protein"
"100","PF00789","UBX domain"
"100","PF00395","S-layer homology domain"
"99","PF17212","Tail tubular protein"
"99","PF13356","Arm DNA-binding domain"
"99","PF10013","Uncharacterized protein conserved in bacteria (DUF2256)"
"99","PF08487","Vault protein inter-alpha-trypsin domain"
"99","PF08486","Stage II sporulation protein"
"99","PF08190","PIH1 N-terminal domain"
"99","PF07298","NnrU protein"
"99","PF07221","N-acylglucosamine 2-epimerase (GlcNAc 2-epimerase)"
"99","PF04966","Carbohydrate-selective porin, OprB family"
"99","PF03594","Benzoate membrane transport protein"
"99","PF03357","Snf7"
"99","PF03291","mRNA (guanine-N(7))-methyltransferase domain"
"99","PF03040","CemA family"
"99","PF02898","Nitric oxide synthase, oxygenase domain"
"99","PF01248","Ribosomal protein L7Ae/L30e/S12e/Gadd45 family"
"98","PF17785","PUA-like domain"
"98","PF16908","Vacuolar sorting-associated protein 13, extended-chorein"
"98","PF13383","Methyltransferase domain"
"98","PF12662","Complement Clr-like EGF-like"
"98","PF12471","GTP cyclohydrolase N terminal"
"98","PF09863","Uncharacterized protein conserved in bacteria (DUF2090)"
"98","PF09371","Tex-like protein N-terminal domain"
"98","PF07176","Alpha/beta hydrolase of unknown function (DUF1400)"
"98","PF07143","CrtC N-terminal lipocalin domain"
"98","PF04989","Rhamnosyl O-methyltransferase/CmcI"
"98","PF03649","Uncharacterised protein family (UPF0014)"
"98","PF03412","Peptidase C39 family"
"98","PF03175","DNA polymerase type B, organellar and viral"
"98","PF02705","K+ potassium transporter"
"98","PF00617","RasGEF domain"
"98","PF00147","Fibrinogen beta and gamma chains, C-terminal globular domain"
"98","PF00079","Serpin (serine protease inhibitor)"
"97","PF21196","PcrA/UvrD tudor domain"
"97","PF20009","GEVED domain"
"97","PF16980","Putative citrate transport"
"97","PF16125","Domain of unknown function (DUF4837)"
"97","PF14108","ABA DEFICIENT 4-like"
"97","PF13909","C2H2-type zinc-finger domain"
"97","PF13335","Magnesium chelatase, subunit ChlI C-terminal"
"97","PF13243","Squalene-hopene cyclase C-terminal domain"
"97","PF12038","Domain of unknown function (DUF3524)"
"97","PF10070","Probable inorganic carbon transporter subunit DabA"
"97","PF08478","POTRA domain, FtsQ-type"
"97","PF04054","CCR4-Not complex component, Not1"
"97","PF03770","Inositol polyphosphate kinase"
"97","PF02016","LD-carboxypeptidase N-terminal domain"
"96","PF19798","Sulfotransferase domain"
"96","PF19305","MmgE/PrpD C-terminal domain"
"96","PF19304","D-3-phosphoglycerate dehydrogenase intervening domain"
"96","PF18565","Glycoside hydrolase family 2 C-terminal domain 5"
"96","PF17954","Quercetinase C-terminal cupin domain"
"96","PF14574","C-terminal domain of RACo the ASKHA domain"
"96","PF14279","HNH endonuclease"
"96","PF13403","Hint domain"
"96","PF13183","4Fe-4S dicluster domain"
"96","PF12345","Protein of unknown function (DUF3641)"
"96","PF11307","Protein of unknown function (DUF3109)"
